method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,4.0,1,2,0.8256755952380953,0.6475,0.3861111111111111,1
mgc_only,4.0,2,2,0.8134871031746032,0.6125,0.42500000000000004,1
mgc_only,4.0,3,2,0.8400446428571428,0.645,0.3916666666666667,1
mgc_only,4.0,4,2,0.8371369047619048,0.6775,0.35277777777777775,1
mgc_only,4.0,5,2,0.8166587301587303,0.655,0.3833333333333333,1
mgp_mgc,4.0,1,2,0.9851488095238095,0.97,0.013888888888888902,1
mgp_mgc,4.0,2,2,0.9944801587301588,0.9875,0.008333333333333328,1
mgp_mgc,4.0,3,2,0.9888492063492065,0.9725,0.019444444444444448,1
mgp_mgc,4.0,4,2,0.9890119047619047,0.9675,0.01666666666666667,1
mgp_mgc,4.0,5,2,0.9772053571428572,0.955,0.04166666666666666,1
mgp_only,0.0,1,2,0.920171626984127,0.89,0.044444444444444446,1
mgp_only,0.0,2,2,0.9231646825396826,0.8725,0.06944444444444443,1
mgp_only,0.0,3,2,0.938124007936508,0.8775,0.07499999999999997,1
mgp_only,0.0,4,2,0.9164484126984126,0.875,0.07777777777777774,1
mgp_only,0.0,5,2,0.9220347222222222,0.87,0.08888888888888888,1
naive_adapter,0.0,1,2,0.8195267857142857,0.6275,0.40555555555555556,1
naive_adapter,0.0,2,2,0.7952132936507936,0.595,0.4444444444444444,1
naive_adapter,0.0,3,2,0.7986835317460317,0.6175,0.4222222222222223,1
naive_adapter,0.0,4,2,0.8162390873015873,0.63,0.4055555555555556,1
naive_adapter,0.0,5,2,0.7885376984126984,0.5925,0.4527777777777778,1
zero_shot_clap,0.0,1,2,0.8801537698412698,0.8425,0.05000000000000001,1
zero_shot_clap,0.0,2,2,0.8920724206349206,0.82,0.061111111111111116,1
zero_shot_clap,0.0,3,2,0.8918204365079365,0.8275,0.07777777777777778,1
zero_shot_clap,0.0,4,2,0.8903740079365081,0.8375,0.07777777777777778,1
zero_shot_clap,0.0,5,2,0.8907093253968255,0.8275,0.08333333333333331,1
