method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,4.0,1,0,0.7724940476190476,0.7375,0.27499999999999997,7
mgc_only,4.0,2,0,0.7632777777777777,0.6875,0.3361111111111111,7
mgc_only,4.0,3,0,0.7998531746031745,0.765,0.25555555555555554,7
mgc_only,4.0,4,0,0.783625,0.7425,0.2666666666666667,7
mgc_only,4.0,5,0,0.737092261904762,0.655,0.37222222222222223,7
mgp_mgc,4.0,1,0,0.8768303571428572,0.8275,0.175,7
mgp_mgc,4.0,2,0,0.8795079365079366,0.815,0.19166666666666668,7
mgp_mgc,4.0,3,0,0.893344246031746,0.8375,0.1722222222222222,7
mgp_mgc,4.0,4,0,0.9004067460317462,0.8475,0.14722222222222225,7
mgp_mgc,4.0,5,0,0.8553035714285715,0.7775,0.23055555555555557,7
mgp_only,0.0,1,0,0.7948700396825397,0.755,0.25555555555555554,7
mgp_only,0.0,2,0,0.7885873015873016,0.7275,0.2805555555555556,7
mgp_only,0.0,3,0,0.8169742063492065,0.785,0.2111111111111111,7
mgp_only,0.0,4,0,0.8103065476190476,0.74,0.26111111111111107,7
mgp_only,0.0,5,0,0.7964831349206349,0.735,0.25555555555555554,7
naive_adapter,0.0,1,0,0.7381805555555555,0.6575,0.36944444444444446,7
naive_adapter,0.0,2,0,0.702861111111111,0.59,0.4472222222222222,7
naive_adapter,0.0,3,0,0.7411696428571429,0.6725,0.3472222222222222,7
naive_adapter,0.0,4,0,0.7499960317460317,0.6825,0.3361111111111111,7
naive_adapter,0.0,5,0,0.7030922619047619,0.6125,0.41944444444444445,7
zero_shot_clap,0.0,1,0,0.8186755952380953,0.8425,0.038888888888888896,7
zero_shot_clap,0.0,2,0,0.818357142857143,0.82,0.055555555555555566,7
zero_shot_clap,0.0,3,0,0.8196646825396826,0.8275,0.04722222222222223,7
zero_shot_clap,0.0,4,0,0.8093541666666665,0.8375,0.030555555555555544,7
zero_shot_clap,0.0,5,0,0.8217361111111112,0.8275,0.049999999999999996,7
