method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,4.0,1,0,0.8574593253968255,0.815,0.18888888888888888,14
mgc_only,4.0,2,0,0.825484126984127,0.7125,0.3111111111111111,14
mgc_only,4.0,3,0,0.8599851190476191,0.795,0.21944444444444444,15
mgc_only,4.0,4,0,0.8395813492063493,0.7475,0.26111111111111107,15
mgc_only,4.0,5,0,0.8173591269841269,0.735,0.2805555555555555,14
mgp_mgc,4.0,1,0,0.8864246031746031,0.8325,0.16944444444444443,14
mgp_mgc,4.0,2,0,0.9013293650793651,0.8625,0.1388888888888889,14
mgp_mgc,4.0,3,0,0.8866478174603174,0.825,0.1805555555555555,15
mgp_mgc,4.0,4,0,0.8892450396825398,0.7825,0.2222222222222222,15
mgp_mgc,4.0,5,0,0.8830396825396825,0.8425,0.15555555555555556,14
mgp_only,0.0,1,0,0.7969950396825396,0.71,0.3055555555555556,14
mgp_only,0.0,2,0,0.7914970238095237,0.7025,0.30833333333333335,14
mgp_only,0.0,3,0,0.821295634920635,0.78,0.2222222222222222,15
mgp_only,0.0,4,0,0.8184563492063491,0.7625,0.2361111111111111,15
mgp_only,0.0,5,0,0.8042996031746033,0.76,0.23333333333333334,14
naive_adapter,0.0,1,0,0.7889196428571428,0.71,0.3055555555555556,14
naive_adapter,0.0,2,0,0.7668581349206349,0.6625,0.36666666666666664,14
naive_adapter,0.0,3,0,0.7961180555555555,0.725,0.28055555555555556,15
naive_adapter,0.0,4,0,0.7916527777777779,0.7075,0.30000000000000004,15
naive_adapter,0.0,5,0,0.7671269841269841,0.68,0.3361111111111111,14
zero_shot_clap,0.0,1,0,0.8186755952380953,0.8425,0.038888888888888896,14
zero_shot_clap,0.0,2,0,0.818357142857143,0.82,0.055555555555555566,14
zero_shot_clap,0.0,3,0,0.8196646825396826,0.8275,0.04722222222222223,15
zero_shot_clap,0.0,4,0,0.8093541666666665,0.8375,0.030555555555555544,15
zero_shot_clap,0.0,5,0,0.8217361111111112,0.8275,0.049999999999999996,14
