fold,seed,epoch,neg_mean,pos_mean,drift,gap_distance,selected
1,3,0,-0.02617630362510681,0.3861672878265381,0.0,0.8212456019369041,False
1,3,1,-0.026240725070238113,0.387922465801239,0.002461059668849215,0.8197979122025015,False
1,3,2,-0.02685307338833809,0.3965376019477844,0.025854290694510385,0.8125897197075082,False
1,3,3,-0.0286355372518301,0.4118168354034424,0.09394885014874803,0.8000004861914425,True
1,3,4,-0.03316189721226692,0.4317384362220764,0.2668670751687006,0.7834761094103417,False
2,3,0,-0.027610978111624718,0.3795046806335449,0.0,0.8229512150235114,False
2,3,1,-0.027821164578199387,0.3814292848110199,0.007612423787557769,0.8218114063852036,False
2,3,2,-0.028932224959135056,0.39084047079086304,0.04785222899995959,0.8161109018636974,False
2,3,3,-0.030194759368896484,0.4075089395046234,0.09357804156108285,0.8041352315463236,True
2,3,4,-0.03387429565191269,0.43031471967697144,0.22684156696538765,0.7877219299007295,False
3,3,0,-0.02788318321108818,0.38260096311569214,0.0,0.8239201700717428,False
3,3,1,-0.0281712356954813,0.384308397769928,0.010330688652455264,0.8227213005023364,False
3,3,2,-0.029860567301511765,0.39289790391921997,0.07091672695523682,0.816900505979526,True
3,3,3,-0.03270139545202255,0.40879449248313904,0.17279993480150196,0.8057708057754435,False
4,3,0,-0.025268424302339554,0.3824121654033661,0.0,0.8206553230373019,False
4,3,1,-0.025510048493742943,0.3843469023704529,0.00956229753435862,0.8193232187750781,False
4,3,2,-0.02675880491733551,0.39323607087135315,0.058981937186244136,0.8128921620321173,True
4,3,3,-0.029066314920783043,0.40914592146873474,0.1503018380964835,0.8009412124126325,False
5,3,0,-0.030745845288038254,0.3859318494796753,0.0,0.8288579409435698,False
5,3,1,-0.031116832047700882,0.38755908608436584,0.012066240371246565,0.8275357770546878,False
5,3,2,-0.03266194835305214,0.39580073952674866,0.06232071511006237,0.8204374429058797,True
5,3,3,-0.0350828617811203,0.40930142998695374,0.14106024578122017,0.8084505449473404,False
