fold,seed,epoch,neg_mean,pos_mean,drift,gap_distance,selected
1,0,0,0.21424517035484314,0.45088285207748413,0.0,0.7606626671509561,False
1,0,1,0.2146349847316742,0.4531756043434143,0.0018194780129018797,0.7577648390138506,False
1,0,2,0.21684440970420837,0.46382951736450195,0.012132079080523725,0.74444054417639,False
1,0,3,0.21747823059558868,0.4783589243888855,0.015090469649284484,0.7278623713528853,False
1,0,4,0.20617350935935974,0.4854285717010498,0.037674879588252684,0.7207002151973503,True
1,0,5,0.19038993120193481,0.490495502948761,0.11134551650988507,0.7139550555979197,False
2,0,0,0.21315760910511017,0.4491561949253082,0.0,0.7586847247409749,False
2,0,1,0.2137444019317627,0.4514627456665039,0.002752858924980592,0.7556056625590369,False
2,0,2,0.2165503054857254,0.4626545011997223,0.015916374718494154,0.7410364921502933,False
2,0,3,0.21701522171497345,0.4769901633262634,0.018097466124050273,0.7243975233998444,False
2,0,4,0.20529046654701233,0.4837915897369385,0.03690763182757634,0.7167132605228774,True
2,0,5,0.18954290449619293,0.4871438443660736,0.11078518241998384,0.7074350090909496,False
3,0,0,0.21706321835517883,0.44964972138404846,0.0,0.7570029761968255,False
3,0,1,0.21760006248950958,0.45179253816604614,0.002473215583914893,0.7543067382710092,False
3,0,2,0.2204779088497162,0.4629383981227875,0.015731317910111894,0.740005999293522,False
3,0,3,0.22096526622772217,0.4771554470062256,0.017976550343773327,0.7240368177892302,False
3,0,4,0.20886144042015076,0.4852988123893738,0.03778520376311555,0.7170023947167614,False
3,0,5,0.19562523066997528,0.4885461926460266,0.09876379723682499,0.7109138264149811,True
3,0,6,0.1772354692220688,0.49538373947143555,0.18348456009686642,0.7046084665156953,False
4,0,0,0.21166324615478516,0.45102658867836,0.0,0.7608869466302792,False
4,0,1,0.21204271912574768,0.45315152406692505,0.0017928146612899592,0.7582359736491437,False
4,0,2,0.2146061211824417,0.4640662670135498,0.0139035712676564,0.744223716825989,False
4,0,3,0.21513617038726807,0.47845497727394104,0.016407781207055803,0.7278720549271719,False
4,0,4,0.2030973732471466,0.48663491010665894,0.04046934488274122,0.7186614495493895,True
4,0,5,0.18905030190944672,0.49304524064064026,0.10683453389353219,0.7107495486162839,False
5,0,0,0.20478256046772003,0.4501015543937683,0.0,0.7647677740896436,False
5,0,1,0.20524640381336212,0.45229220390319824,0.002265052964386612,0.7621823292006585,False
5,0,2,0.20785033702850342,0.4633949398994446,0.014980653400253589,0.7488412948812314,False
5,0,3,0.20852801203727722,0.4785845875740051,0.01828989519909625,0.7323435160929181,False
5,0,4,0.19671127200126648,0.4865174889564514,0.03941394446880077,0.7252702506446461,True
5,0,5,0.18125644326210022,0.4923883080482483,0.11488340194539293,0.718278418625678,False
