method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,0.0,1,0,0.747920634920635,0.655,0.3694444444444444,4
mgc_only,0.0,2,0,0.703672619047619,0.575,0.46388888888888885,4
mgc_only,0.0,3,0,0.7439156746031746,0.6525,0.3694444444444444,5
mgc_only,0.0,4,0,0.7468015873015872,0.6525,0.3694444444444444,4
mgc_only,0.0,5,0,0.7042777777777778,0.6025,0.4305555555555556,4
mgc_only,1.0,1,0,0.7803392857142858,0.7425,0.2722222222222222,4
mgc_only,1.0,2,0,0.7444255952380952,0.6575,0.375,4
mgc_only,1.0,3,0,0.7897767857142857,0.7375,0.2777777777777778,5
mgc_only,1.0,4,0,0.7861279761904761,0.73,0.2833333333333333,4
mgc_only,1.0,5,0,0.7443472222222222,0.665,0.36388888888888893,4
mgc_only,2.0,1,0,0.784546626984127,0.71,0.3111111111111111,4
mgc_only,2.0,2,0,0.7566448412698412,0.6925,0.3305555555555555,4
mgc_only,2.0,3,0,0.7913333333333333,0.7775,0.23333333333333334,5
mgc_only,2.0,4,0,0.7735238095238095,0.74,0.26944444444444443,4
mgc_only,2.0,5,0,0.7484791666666666,0.67,0.35277777777777775,4
mgc_only,4.0,1,0,0.7876587301587301,0.7475,0.2722222222222222,4
mgc_only,4.0,2,0,0.768359126984127,0.6725,0.35555555555555546,4
mgc_only,4.0,3,0,0.7929117063492064,0.7825,0.22777777777777775,5
mgc_only,4.0,4,0,0.7834077380952381,0.7375,0.2722222222222222,4
mgc_only,4.0,5,0,0.7366547619047619,0.6925,0.33055555555555555,4
mgc_only,8.0,1,0,0.7851964285714286,0.7625,0.25,4
mgc_only,8.0,2,0,0.7520446428571429,0.6925,0.3305555555555555,4
mgc_only,8.0,3,0,0.8053333333333332,0.775,0.2361111111111111,5
mgc_only,8.0,4,0,0.7723313492063492,0.7375,0.275,4
mgc_only,8.0,5,0,0.7690208333333334,0.7275,0.2916666666666667,4
mgp_mgc,0.0,1,0,0.8209246031746031,0.815,0.17499999999999996,4
mgp_mgc,0.0,2,0,0.8219573412698413,0.7875,0.2111111111111111,4
mgp_mgc,0.0,3,0,0.8328125,0.81,0.18611111111111114,5
mgp_mgc,0.0,4,0,0.8476418650793651,0.8225,0.1638888888888889,4
mgp_mgc,0.0,5,0,0.815577380952381,0.8225,0.1527777777777778,4
mgp_mgc,1.0,1,0,0.9361011904761904,0.91,0.08333333333333331,4
mgp_mgc,1.0,2,0,0.9462886904761904,0.8925,0.1138888888888889,4
mgp_mgc,1.0,3,0,0.9200466269841268,0.8975,0.10833333333333334,5
mgp_mgc,1.0,4,0,0.9449613095238094,0.895,0.08888888888888888,4
mgp_mgc,1.0,5,0,0.9127033730158731,0.8825,0.11111111111111113,4
mgp_mgc,2.0,1,0,0.9437043650793651,0.9225,0.06944444444444442,4
mgp_mgc,2.0,2,0,0.9567063492063491,0.91,0.09722222222222222,4
mgp_mgc,2.0,3,0,0.9353908730158731,0.885,0.12222222222222223,5
mgp_mgc,2.0,4,0,0.9529474206349204,0.905,0.08055555555555555,4
mgp_mgc,2.0,5,0,0.9309573412698413,0.885,0.10833333333333334,4
mgp_mgc,4.0,1,0,0.9489146825396826,0.9275,0.06388888888888888,4
mgp_mgc,4.0,2,0,0.9687172619047619,0.9125,0.09444444444444446,4
mgp_mgc,4.0,3,0,0.9444265873015875,0.8825,0.125,5
mgp_mgc,4.0,4,0,0.9550059523809523,0.91,0.07500000000000001,4
mgp_mgc,4.0,5,0,0.9405089285714286,0.91,0.08055555555555557,4
mgp_mgc,8.0,1,0,0.952392857142857,0.9225,0.06944444444444443,4
mgp_mgc,8.0,2,0,0.9628630952380954,0.9175,0.08333333333333334,4
mgp_mgc,8.0,3,0,0.9504781746031746,0.9025,0.10277777777777777,5
mgp_mgc,8.0,4,0,0.9619632936507937,0.92,0.06666666666666667,4
mgp_mgc,8.0,5,0,0.9344672619047618,0.885,0.10833333333333335,4
mgp_only,0.0,1,0,0.8241468253968254,0.8325,0.1611111111111111,4
mgp_only,0.0,2,0,0.8187242063492063,0.785,0.2111111111111111,4
mgp_only,0.0,3,0,0.8284692460317459,0.8125,0.18333333333333332,5
mgp_only,0.0,4,0,0.8493045634920634,0.825,0.16388888888888886,4
mgp_only,0.0,5,0,0.816014880952381,0.8225,0.15555555555555556,4
naive_adapter,0.0,1,0,0.7286369047619048,0.6475,0.38055555555555554,4
naive_adapter,0.0,2,0,0.7147876984126984,0.5925,0.44166666666666665,4
naive_adapter,0.0,3,0,0.7392609126984127,0.675,0.35,5
naive_adapter,0.0,4,0,0.7441458333333333,0.66,0.36111111111111105,4
naive_adapter,0.0,5,0,0.7217886904761904,0.63,0.39722222222222214,4
zero_shot_clap,0.0,1,0,0.8186755952380953,0.8425,0.038888888888888896,4
zero_shot_clap,0.0,2,0,0.818357142857143,0.82,0.055555555555555566,4
zero_shot_clap,0.0,3,0,0.8196646825396826,0.8275,0.04722222222222223,5
zero_shot_clap,0.0,4,0,0.8093541666666665,0.8375,0.030555555555555544,4
zero_shot_clap,0.0,5,0,0.8217361111111112,0.8275,0.049999999999999996,4
