fold,seed,epoch,neg_mean,pos_mean,drift,gap_distance,selected
1,1,0,0.037231605499982834,0.3715957999229431,0.0,0.8044478526611396,False
1,1,1,0.038072314113378525,0.373347669839859,0.02258050927715375,0.8023380682290643,True
1,1,2,0.04200129956007004,0.38104093074798584,0.1281087397665245,0.7931949908251992,False
2,1,0,0.03394230082631111,0.37980717420578003,0.0,0.8062265751422348,False
2,1,1,0.03491012006998062,0.38177579641342163,0.028513660538866115,0.8035426645948491,True
2,1,2,0.04010526463389397,0.39113661646842957,0.18157177496952417,0.7911888666312508,False
3,1,0,0.03674430400133133,0.37098193168640137,0.0,0.8101027609773717,False
3,1,1,0.037529636174440384,0.3725447654724121,0.021372895594391997,0.8082327185674727,True
3,1,2,0.041488271206617355,0.38032427430152893,0.12910755378885777,0.7987236785236687,False
4,1,0,0.03598088398575783,0.3694375455379486,0.0,0.8057602686980562,False
4,1,1,0.03676421940326691,0.3711446523666382,0.0217708774975941,0.803713685724925,True
4,1,2,0.04077841714024544,0.37906157970428467,0.13333561110912667,0.7942000253430108,False
5,1,0,0.03522952273488045,0.3706818222999573,0.0,0.8096759820623363,False
5,1,1,0.03598674759268761,0.3724099397659302,0.02149404246846176,0.8076495302332907,True
5,1,2,0.03978242352604866,0.38028159737586975,0.12923538094543713,0.7983007533688093,False
