fold,seed,epoch,neg_mean,pos_mean,drift,gap_distance,selected
1,0,0,0.21424517035484314,0.45088285207748413,0.0,0.7606626671509561,False
1,0,1,0.2146349847316742,0.4531756043434143,0.0018194780129018797,0.7577648390138506,False
1,0,2,0.21684440970420837,0.46382951736450195,0.012132079080523725,0.74444054417639,False
1,0,3,0.21747823059558868,0.4783589243888855,0.015090469649284484,0.7278623713528853,False
1,0,4,0.20617350935935974,0.4854285717010498,0.037674879588252684,0.7207002151973503,False
1,0,5,0.19038993120193481,0.490495502948761,0.11134551650988507,0.7139550555979197,False
1,0,6,0.17489108443260193,0.4977121353149414,0.18368715550068682,0.7076536372926822,True
1,0,7,0.15873412787914276,0.5038573145866394,0.2591005546764967,0.7025537439303877,False
2,0,0,0.21315760910511017,0.4491561949253082,0.0,0.7586847247409749,False
2,0,1,0.213731050491333,0.45142751932144165,0.002690222453846673,0.7557051867007752,False
2,0,2,0.21650943160057068,0.46266070008277893,0.015724620432422343,0.7411420557714182,False
2,0,3,0.21669232845306396,0.4772423207759857,0.016582656198826054,0.7244380793903917,False
2,0,4,0.20454621315002441,0.4847205579280853,0.04039919565263742,0.7164588474618652,False
2,0,5,0.19017702341079712,0.4890049993991852,0.10781029957500175,0.7079990527257014,False
2,0,6,0.17449137568473816,0.4943056106567383,0.18139738751388088,0.701673063674785,True
2,0,7,0.1599607914686203,0.5001115798950195,0.24956565172514195,0.6966665493853114,False
3,0,0,0.21706321835517883,0.44964972138404846,0.0,0.7570029761968255,False
3,0,1,0.21751806139945984,0.4518616199493408,0.0020954404331034555,0.7540608454070843,False
3,0,2,0.22003230452537537,0.4628209173679352,0.013678439823638111,0.7395609238934103,False
3,0,3,0.21999843418598175,0.4769745469093323,0.013522400768978036,0.723246634004566,False
3,0,4,0.20715372264385223,0.4833546578884125,0.04565257894182592,0.7169605983032707,False
3,0,5,0.1923147737979889,0.488549143075943,0.11401491576842954,0.7076820748373381,False
3,0,6,0.17649808526039124,0.49767082929611206,0.18688165319842992,0.7004203025342521,True
3,0,7,0.161569282412529,0.5045143961906433,0.2556579431704802,0.6950638486035572,False
4,0,0,0.21166324615478516,0.45102658867836,0.0,0.7608869466302792,False
4,0,1,0.21223309636116028,0.45338669419288635,0.0026922492058843407,0.757912381141276,False
4,0,2,0.21476535499095917,0.46393904089927673,0.014655869134244971,0.7439938516027168,False
4,0,3,0.21519407629966736,0.4777123034000397,0.016681356867692447,0.728008497817363,False
4,0,4,0.20501849055290222,0.48472005128860474,0.03139305345919034,0.7206848993151346,False
4,0,5,0.18880128860473633,0.4896619915962219,0.10801099371465904,0.7122091186978035,False
4,0,6,0.1727357804775238,0.4976341724395752,0.18391225866768793,0.7061911432099082,True
4,0,7,0.15987558662891388,0.5055140852928162,0.24467006183964496,0.7010405435462489,False
5,0,0,0.20478256046772003,0.4501015543937683,0.0,0.7647677740896436,False
5,0,1,0.20551343262195587,0.45264944434165955,0.003569015606439043,0.7614995077447099,False
5,0,2,0.20870642364025116,0.4646982252597809,0.019161119792472016,0.7461499969717433,False
5,0,3,0.20775914192199707,0.4782384932041168,0.014535326872945504,0.7307271386206176,False
5,0,4,0.19663994014263153,0.484796941280365,0.03976227422145171,0.724566772209631,False
5,0,5,0.1814061403274536,0.4905659556388855,0.11415239699550125,0.7151489497078968,False
5,0,6,0.16515222191810608,0.4996701776981354,0.1935239917847443,0.7069350572717027,True
5,0,7,0.15476353466510773,0.506371796131134,0.24425432365124092,0.7015651154501131,False
