fold,seed,epoch,neg_mean,pos_mean,drift,gap_distance,selected
1,2,0,0.12643000483512878,0.4872976243495941,0.0,0.68393242117537,False
1,2,1,0.12504079937934875,0.4894138276576996,0.010987941174182699,0.6820351818954057,False
1,2,2,0.11668751388788223,0.498149573802948,0.07705837676705984,0.6750081255787843,True
1,2,3,0.10478116571903229,0.5113569498062134,0.17123181434919418,0.6666982395588361,False
2,2,0,0.1250709742307663,0.48727163672447205,0.0,0.6882028909878594,False
2,2,1,0.12371118366718292,0.48910656571388245,0.01087215136802603,0.6866967588240488,False
2,2,2,0.11604378372430801,0.49741846323013306,0.07217654265491183,0.6805682989563454,True
2,2,3,0.10024157911539078,0.5099021792411804,0.1985224411026273,0.6723410340968581,False
3,2,0,0.12516243755817413,0.4846627116203308,0.0,0.6860230742788729,False
3,2,1,0.12368197739124298,0.48662978410720825,0.011828310440526941,0.6845460935117058,False
3,2,2,0.11562396585941315,0.4945797026157379,0.07620874029660543,0.6788349619273208,True
3,2,3,0.10296257585287094,0.506525993347168,0.17736840331976547,0.6716234059923113,False
4,2,0,0.12482567876577377,0.48979416489601135,0.0,0.689787682014408,False
4,2,1,0.12366203963756561,0.4914756715297699,0.00932211336412313,0.688264163921554,False
4,2,2,0.1158374547958374,0.49912816286087036,0.07200620944991706,0.6813719526837871,True
4,2,3,0.10223174095153809,0.5111603736877441,0.18100392513491997,0.6715279796173197,False
5,2,0,0.12734928727149963,0.4970744252204895,0.0,0.684974257194353,False
5,2,1,0.12581917643547058,0.49915438890457153,0.012015071845411786,0.6834188889549426,False
5,2,2,0.11744561046361923,0.5075607895851135,0.07776782281291034,0.6766455675301372,True
5,2,3,0.10328473895788193,0.5205765962600708,0.18896492339461468,0.6671614523889894,False
