fold,seed,epoch,neg_mean,pos_mean,drift,gap_distance,selected
1,1,0,0.11904027312994003,0.502940833568573,0.0,0.6612801614353151,False
1,1,1,0.11742506176233292,0.5043431520462036,0.013568612748762855,0.6600727412811164,False
1,1,2,0.11059220135211945,0.509136974811554,0.07096818207564913,0.6558137642920404,True
1,1,3,0.09790971130132675,0.515636146068573,0.17750767259705402,0.6497609990483002,False
2,1,0,0.11515861749649048,0.5045974850654602,0.0,0.6670770805323731,False
2,1,1,0.11402969062328339,0.505128800868988,0.009803233989340805,0.6660059385689784,False
2,1,2,0.11016054451465607,0.5078346729278564,0.04340164106248263,0.6624372271073912,True
2,1,3,0.10345134884119034,0.5129162669181824,0.10166211534848381,0.6584254906195527,False
3,1,0,0.1205829605460167,0.5115255117416382,0.0,0.6647076676757775,False
3,1,1,0.11958400905132294,0.5126560926437378,0.008284350377286828,0.6638731103384332,False
3,1,2,0.11524869501590729,0.5170566439628601,0.04423730770877657,0.6605611321129989,False
3,1,3,0.1095501035451889,0.522709846496582,0.0914959870853183,0.6570383840620888,True
3,1,4,0.10136152803897858,0.5288752317428589,0.15940421780988584,0.6546409638041898,False
4,1,0,0.12035363912582397,0.5011106729507446,0.0,0.6603359247460312,False
4,1,1,0.12002944946289062,0.5017295479774475,0.002693642379973445,0.6600271354858421,False
4,1,2,0.11736631393432617,0.5047848224639893,0.024821228615901653,0.6574671031634535,False
4,1,3,0.1115054339170456,0.5101616978645325,0.07351838526069,0.6540975441379099,True
4,1,4,0.10077904164791107,0.518044114112854,0.16264233985852805,0.6490498870997468,False
5,1,0,0.11994324624538422,0.5079986453056335,0.0,0.6601569985088906,False
5,1,1,0.11946047842502594,0.5085952877998352,0.004024968770401733,0.6594890101089641,False
5,1,2,0.11661984771490097,0.5118044018745422,0.02770809223959236,0.6568108337834219,False
5,1,3,0.10989663749933243,0.5172370672225952,0.08376135431167232,0.6530517448804981,True
5,1,4,0.10244207084178925,0.5242022275924683,0.14591213721021387,0.6493430991726259,False
