method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,4.0,1,0,0.8216111111111111,0.7775,0.22777777777777775,10
mgc_only,4.0,2,0,0.7756706349206348,0.6925,0.3333333333333333,10
mgc_only,4.0,3,0,0.8210684523809524,0.7625,0.24722222222222223,10
mgc_only,4.0,4,0,0.8060357142857143,0.755,0.25,10
mgc_only,4.0,5,0,0.7739464285714286,0.7125,0.30833333333333335,10
mgp_mgc,4.0,1,0,0.8866488095238095,0.8475,0.15555555555555556,10
mgp_mgc,4.0,2,0,0.8956111111111109,0.835,0.16944444444444443,10
mgp_mgc,4.0,3,0,0.9011498015873016,0.86,0.15000000000000002,10
mgp_mgc,4.0,4,0,0.8902023809523809,0.84,0.15555555555555556,10
mgp_mgc,4.0,5,0,0.8796269841269841,0.805,0.20000000000000004,10
mgp_only,0.0,1,0,0.7968253968253969,0.7375,0.2777777777777778,10
mgp_only,0.0,2,0,0.7908928571428572,0.7025,0.3111111111111111,10
mgp_only,0.0,3,0,0.8232857142857142,0.76,0.23888888888888887,10
mgp_only,0.0,4,0,0.8139087301587301,0.7425,0.2583333333333333,10
mgp_only,0.0,5,0,0.7892460317460317,0.72,0.275,10
naive_adapter,0.0,1,0,0.7607906746031746,0.66,0.3666666666666667,10
naive_adapter,0.0,2,0,0.7574295634920636,0.6275,0.40555555555555556,10
naive_adapter,0.0,3,0,0.7842559523809525,0.72,0.2916666666666667,10
naive_adapter,0.0,4,0,0.7722609126984128,0.6925,0.3222222222222222,10
naive_adapter,0.0,5,0,0.7393293650793652,0.64,0.38611111111111107,10
zero_shot_clap,0.0,1,0,0.8186755952380953,0.8425,0.038888888888888896,10
zero_shot_clap,0.0,2,0,0.818357142857143,0.82,0.055555555555555566,10
zero_shot_clap,0.0,3,0,0.8196646825396826,0.8275,0.04722222222222223,10
zero_shot_clap,0.0,4,0,0.8093541666666665,0.8375,0.030555555555555544,10
zero_shot_clap,0.0,5,0,0.8217361111111112,0.8275,0.049999999999999996,10
