method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,4.0,1,0,0.8493601190476191,0.79,0.21388888888888888,9
mgc_only,4.0,2,0,0.8372728174603175,0.775,0.24166666666666664,9
mgc_only,4.0,3,0,0.8662936507936507,0.8275,0.18055555555555555,9
mgc_only,4.0,4,0,0.8413521825396826,0.76,0.24722222222222223,8
mgc_only,4.0,5,0,0.8139662698412697,0.745,0.26944444444444443,8
mgp_mgc,4.0,1,0,0.9317549603174603,0.885,0.10833333333333332,9
mgp_mgc,4.0,2,0,0.9423829365079366,0.8925,0.1111111111111111,9
mgp_mgc,4.0,3,0,0.9612063492063492,0.92,0.08333333333333334,9
mgp_mgc,4.0,4,0,0.9574950396825397,0.91,0.07500000000000001,8
mgp_mgc,4.0,5,0,0.9340992063492063,0.8975,0.09444444444444446,8
mgp_only,0.0,1,0,0.822953373015873,0.815,0.18333333333333332,9
mgp_only,0.0,2,0,0.8065376984126985,0.7775,0.2222222222222222,9
mgp_only,0.0,3,0,0.8417797619047619,0.8275,0.1638888888888889,9
mgp_only,0.0,4,0,0.8465257936507937,0.795,0.19722222222222222,8
mgp_only,0.0,5,0,0.8160178571428572,0.8225,0.1527777777777778,8
naive_adapter,0.0,1,0,0.7825535714285714,0.695,0.32499999999999996,9
naive_adapter,0.0,2,0,0.7683621031746032,0.6775,0.3416666666666666,9
naive_adapter,0.0,3,0,0.7943045634920636,0.7175,0.2888888888888889,9
naive_adapter,0.0,4,0,0.7889454365079366,0.715,0.2916666666666667,8
naive_adapter,0.0,5,0,0.7588164682539682,0.6725,0.33888888888888885,8
zero_shot_clap,0.0,1,0,0.8186755952380953,0.8425,0.038888888888888896,9
zero_shot_clap,0.0,2,0,0.818357142857143,0.82,0.055555555555555566,9
zero_shot_clap,0.0,3,0,0.8196646825396826,0.8275,0.04722222222222223,9
zero_shot_clap,0.0,4,0,0.8093541666666665,0.8375,0.030555555555555544,8
zero_shot_clap,0.0,5,0,0.8217361111111112,0.8275,0.049999999999999996,8
