method,beta,fold,seed,task_id,pos_mean,neg_mean,gap_distance
zero_shot_clap,0.0,1,0,1,0.44728556275367737,0.20393109321594238,0.763349006857609
zero_shot_clap,0.0,1,0,2,0.4180127680301666,0.15670987963676453,0.791886748477592
zero_shot_clap,0.0,1,0,3,0.38887009024620056,0.07948743551969528,0.7914497621173061
zero_shot_clap,0.0,1,0,4,0.38256168365478516,0.05058620870113373,0.7869404219114329
zero_shot_clap,0.0,1,0,5,0.3794518709182739,0.037729114294052124,0.7885155145318222
zero_shot_clap,0.0,1,0,6,0.36996951699256897,0.027957193553447723,0.7946601874796847
zero_shot_clap,0.0,1,0,7,0.37893763184547424,0.02422233112156391,0.7747884670566632
zero_shot_clap,0.0,1,0,8,0.3803374767303467,0.023385757580399513,0.7692082538602791
zero_shot_clap,0.0,1,0,9,0.3826231360435486,0.025183379650115967,0.7661478647428122
zero_shot_clap,0.0,1,0,10,0.38761162757873535,0.024950679391622543,0.7620153201869715
naive_adapter,0.0,1,0,1,0.49151355028152466,0.13738270103931427,0.7065134507389872
naive_adapter,0.0,1,0,2,0.35415181517601013,0.01780709996819496,0.8139077470617901
naive_adapter,0.0,1,0,3,0.3555351197719574,0.0164670180529356,0.8213071628533327
naive_adapter,0.0,1,0,4,0.387448251247406,0.04233250021934509,0.7733352226635395
naive_adapter,0.0,1,0,5,0.4023178219795227,0.03922979533672333,0.7399196253672322
naive_adapter,0.0,1,0,6,0.3661852777004242,0.02397858537733555,0.791906886049668
naive_adapter,0.0,1,0,7,0.3429764211177826,-0.025708360597491264,0.8040724747682899
naive_adapter,0.0,1,0,8,0.39854010939598083,0.04303804039955139,0.7563412258376779
naive_adapter,0.0,1,0,9,0.3845497965812683,0.026182344183325768,0.7667319021328294
naive_adapter,0.0,1,0,10,0.35323378443717957,-0.002380005782470107,0.8170960356779726
mgp_only,0.0,1,0,1,0.4842233657836914,0.18289771676063538,0.7180686805087328
mgp_only,0.0,1,0,2,0.41663599014282227,0.09993317723274231,0.7717890263447409
mgp_only,0.0,1,0,3,0.3928942382335663,0.06207166984677315,0.768396335513253
mgp_only,0.0,1,0,4,0.4016612470149994,0.055327266454696655,0.7498294656626838
mgp_only,0.0,1,0,5,0.40531283617019653,0.04789914935827255,0.722521347219445
mgp_only,0.0,1,0,6,0.37557756900787354,0.03904084861278534,0.7831272130011349
mgp_only,0.0,1,0,7,0.3548826277256012,-0.004942879546433687,0.7896419172517865
mgp_only,0.0,1,0,8,0.3983803391456604,0.038624346256256104,0.737063816028989
mgp_only,0.0,1,0,9,0.4083400368690491,0.037050772458314896,0.7052985624487144
mgp_only,0.0,1,0,10,0.3862883448600769,0.025703944265842438,0.764492316286798
mgc_only,4.0,1,0,1,0.4964524209499359,0.14187151193618774,0.703680747009984
