method,beta,fold,seed,task_id,pos_mean,neg_mean,gap_distance
mgc_only,4.0,1,0,2,0.3568204343318939,0.02572108991444111,0.8084359795846188
mgc_only,4.0,1,0,3,0.36212876439094543,0.028953129425644875,0.8073333000087141
mgc_only,4.0,1,0,4,0.3916715085506439,0.04972797632217407,0.7569412685201129
mgc_only,4.0,1,0,5,0.40000250935554504,0.041730716824531555,0.7292109460682844
mgc_only,4.0,1,0,6,0.374260812997818,0.02747916802763939,0.7914093518180407
mgc_only,4.0,1,0,7,0.3605290353298187,-0.011773713864386082,0.7861289960385129
mgc_only,4.0,1,0,8,0.4077577590942383,0.040974557399749756,0.7370866729984846
mgc_only,4.0,1,0,9,0.41350916028022766,0.03553817793726921,0.6965217559579813
mgc_only,4.0,1,0,10,0.374644935131073,0.009360386058688164,0.7778311971637707
mgp_mgc,4.0,1,0,1,0.4780048429965973,0.1963636428117752,0.7259749548635134
mgp_mgc,4.0,1,0,2,0.42222484946250916,0.12167258560657501,0.7762227800212371
mgp_mgc,4.0,1,0,3,0.40591293573379517,0.08341124653816223,0.7549987683922926
mgp_mgc,4.0,1,0,4,0.41050440073013306,0.06942316144704819,0.7402443710437185
mgp_mgc,4.0,1,0,5,0.41253167390823364,0.057766493409872055,0.7160872076008262
mgp_mgc,4.0,1,0,6,0.3924492597579956,0.04973330348730087,0.7469663897479345
mgp_mgc,4.0,1,0,7,0.3672619163990021,0.005430249031633139,0.767473154651479
mgp_mgc,4.0,1,0,8,0.40381866693496704,0.03906750679016113,0.7126385556696024
mgp_mgc,4.0,1,0,9,0.4108402729034424,0.03760194033384323,0.6934577251006399
mgp_mgc,4.0,1,0,10,0.39349231123924255,0.030619541183114052,0.7471636139059493
zero_shot_clap,0.0,2,0,1,0.4541921615600586,0.20828139781951904,0.7702904767439461
zero_shot_clap,0.0,2,0,2,0.41824084520339966,0.15548895299434662,0.786751113412759
zero_shot_clap,0.0,2,0,3,0.39343318343162537,0.08028502017259598,0.7823336475368822
zero_shot_clap,0.0,2,0,4,0.3844778537750244,0.051085516810417175,0.7818293934151157
zero_shot_clap,0.0,2,0,5,0.3813062012195587,0.03660605102777481,0.7826188611612824
zero_shot_clap,0.0,2,0,6,0.37041935324668884,0.027362236753106117,0.7897626577859899
zero_shot_clap,0.0,2,0,7,0.3789536654949188,0.026752565056085587,0.7665041761615227
zero_shot_clap,0.0,2,0,8,0.37892693281173706,0.025537600740790367,0.7636260450575642
zero_shot_clap,0.0,2,0,9,0.37922418117523193,0.027973975986242294,0.7619412884031086
zero_shot_clap,0.0,2,0,10,0.3840370178222656,0.02743900753557682,0.7608156474277445
naive_adapter,0.0,2,0,1,0.4961870312690735,0.14172077178955078,0.7142047351271458
naive_adapter,0.0,2,0,2,0.34616655111312866,0.011716664768755436,0.8236308356101175
naive_adapter,0.0,2,0,3,0.34922370314598083,0.019223377108573914,0.8269918949443551
naive_adapter,0.0,2,0,4,0.3801406919956207,0.03748674318194389,0.7995376425732715
naive_adapter,0.0,2,0,5,0.3926214873790741,0.024781621992588043,0.7595271607874834
naive_adapter,0.0,2,0,6,0.35730087757110596,0.015531186945736408,0.8239178780825436
naive_adapter,0.0,2,0,7,0.3434012532234192,-0.024228377267718315,0.8060268509831887
naive_adapter,0.0,2,0,8,0.3862977921962738,0.038516346365213394,0.7775314079118039
naive_adapter,0.0,2,0,9,0.3836073875427246,0.026570023968815804,0.7558831811772886
naive_adapter,0.0,2,0,10,0.34965479373931885,0.0006763726123608649,0.825997043748486
mgp_only,0.0,2,0,1,0.4844992160797119,0.20224051177501678,0.7340263473219457
mgp_only,0.0,2,0,2,0.41456523537635803,0.11406837403774261,0.7787098939492038
mgp_only,0.0,2,0,3,0.4013424515724182,0.07849959284067154,0.7596464407091008
mgp_only,0.0,2,0,4,0.40437763929367065,0.06610206514596939,0.7580695913910921
mgp_only,0.0,2,0,5,0.4054303765296936,0.05222158133983612,0.7279274272089735
mgp_only,0.0,2,0,6,0.38376936316490173,0.046381235122680664,0.7645066481548616
mgp_only,0.0,2,0,7,0.36371660232543945,0.010822540149092674,0.7748215384930861
mgp_only,0.0,2,0,8,0.40397700667381287,0.04663097858428955,0.7167658415563908
mgp_only,0.0,2,0,9,0.4047006368637085,0.04007992893457413,0.6995200194428149
mgp_only,0.0,2,0,10,0.38869941234588623,0.034961264580488205,0.752140475071402
mgc_only,4.0,2,0,1,0.49774274230003357,0.144714817404747,0.7145445486955752
mgc_only,4.0,2,0,2,0.34854474663734436,0.016673272475600243,0.8182632927155161
mgc_only,4.0,2,0,3,0.350062757730484,0.022057395428419113,0.8245845580460446
mgc_only,4.0,2,0,4,0.3834248483181,0.04396289959549904,0.7953788543638013
mgc_only,4.0,2,0,5,0.3987330198287964,0.033606283366680145,0.7457301467844849
mgc_only,4.0,2,0,6,0.36064159870147705,0.017650021240115166,0.8064709631825848
mgc_only,4.0,2,0,7,0.34607434272766113,-0.021342791616916656,0.7946586512062467
mgc_only,4.0,2,0,8,0.39593616127967834,0.04228440299630165,0.753602279727252
mgc_only,4.0,2,0,9,0.3811018764972687,0.024957848712801933,0.7564452315699693
mgc_only,4.0,2,0,10,0.3543984591960907,0.003694679820910096,0.8127603139069138
mgp_mgc,4.0,2,0,1,0.4832552969455719,0.20063257217407227,0.7349246228621458
mgp_mgc,4.0,2,0,2,0.4107741415500641,0.10936518013477325,0.7809611197135202
mgp_mgc,4.0,2,0,3,0.39712855219841003,0.07400380820035934,0.7649409596852207
mgp_mgc,4.0,2,0,4,0.40014657378196716,0.06294295936822891,0.7660155718873206
mgp_mgc,4.0,2,0,5,0.4042222499847412,0.051199160516262054,0.7314448025386199
mgp_mgc,4.0,2,0,6,0.38248923420906067,0.04484955966472626,0.7661103346040951
mgp_mgc,4.0,2,0,7,0.36231112480163574,0.009698404930531979,0.7755094459774768
mgp_mgc,4.0,2,0,8,0.40255242586135864,0.04457425698637962,0.716221129027395
mgp_mgc,4.0,2,0,9,0.4034362733364105,0.037887509912252426,0.6993810590996732
mgp_mgc,4.0,2,0,10,0.38675621151924133,0.032217614352703094,0.7538510168123249
zero_shot_clap,0.0,3,0,1,0.45221805572509766,0.192658931016922,0.7770962017770411
zero_shot_clap,0.0,3,0,2,0.42234688997268677,0.1450575441122055,0.7995363817643948
zero_shot_clap,0.0,3,0,3,0.3950517773628235,0.0743648111820221,0.7901746366274827
zero_shot_clap,0.0,3,0,4,0.3841506838798523,0.046331338584423065,0.7856792671274728
zero_shot_clap,0.0,3,0,5,0.38263779878616333,0.031516507267951965,0.7876588116434602
zero_shot_clap,0.0,3,0,6,0.3735223114490509,0.024726901203393936,0.7927433298550618
zero_shot_clap,0.0,3,0,7,0.3813650608062744,0.02186841331422329,0.7702660750409234
zero_shot_clap,0.0,3,0,8,0.38433343172073364,0.02233092486858368,0.7653828356092194
zero_shot_clap,0.0,3,0,9,0.38321393728256226,0.02694632299244404,0.7609512804739074
zero_shot_clap,0.0,3,0,10,0.38738563656806946,0.026346389204263687,0.7574214496219209
naive_adapter,0.0,3,0,1,0.4982864260673523,0.1262841820716858,0.7199737412269062
naive_adapter,0.0,3,0,2,0.3540107309818268,0.008361244574189186,0.8311083172959943
naive_adapter,0.0,3,0,3,0.3479105234146118,0.014177752658724785,0.8350152401587495
naive_adapter,0.0,3,0,4,0.39454755187034607,0.04201536998152733,0.7700460842014938
naive_adapter,0.0,3,0,5,0.4006807208061218,0.025975650176405907,0.7393460936008949
naive_adapter,0.0,3,0,6,0.37193310260772705,0.018136054277420044,0.8041226011943142
naive_adapter,0.0,3,0,7,0.34949907660484314,-0.029484260827302933,0.7906805122877223
naive_adapter,0.0,3,0,8,0.4089907705783844,0.03617187216877937,0.7306176350703693
naive_adapter,0.0,3,0,9,0.405595064163208,0.03609582036733627,0.7208289968786863
naive_adapter,0.0,3,0,10,0.37049731612205505,0.007779772859066725,0.7917666339734816
mgp_only,0.0,3,0,1,0.48204559087753296,0.18576543033123016,0.7397688749259159
mgp_only,0.0,3,0,2,0.41436466574668884,0.10571961849927902,0.7967577352471948
mgp_only,0.0,3,0,3,0.3978334665298462,0.0738811120390892,0.7721407113837722
mgp_only,0.0,3,0,4,0.40289992094039917,0.05975448340177536,0.7520704229395567
mgp_only,0.0,3,0,5,0.4045904278755188,0.045031722635030746,0.7339692602289466
mgp_only,0.0,3,0,6,0.3933420777320862,0.04392248019576073,0.7571193303311695
mgp_only,0.0,3,0,7,0.3657791316509247,0.00018504286708775908,0.770879447953878
mgp_only,0.0,3,0,8,0.4068630337715149,0.035019345581531525,0.7092796270998732
mgp_only,0.0,3,0,9,0.4119516611099243,0.040276311337947845,0.6918710245097677
mgp_only,0.0,3,0,10,0.3966549038887024,0.03295372053980827,0.7341597793692493
mgc_only,4.0,3,0,1,0.5077096223831177,0.11639765650033951,0.7359432169572159
mgc_only,4.0,3,0,2,0.3620794713497162,-0.0060169994831085205,0.8424435792168071
mgc_only,4.0,3,0,3,0.338654488325119,-0.0014725582441315055,0.8621568165396163
mgc_only,4.0,3,0,4,0.3636304438114166,0.009448138996958733,0.8279849223688527
mgc_only,4.0,3,0,5,0.37247779965400696,0.0011150522623211145,0.7978270873760719
mgc_only,4.0,3,0,6,0.36915963888168335,0.02202698215842247,0.8167663897780778
mgc_only,4.0,3,0,7,0.33454224467277527,-0.03271007537841797,0.8203242007854932
mgc_only,4.0,3,0,8,0.396552175283432,0.03800042346119881,0.7569470932372059
mgc_only,4.0,3,0,9,0.3975120186805725,0.034214459359645844,0.7316482723974024
mgc_only,4.0,3,0,10,0.3634708821773529,0.008237081579864025,0.7971763537573057
mgp_mgc,4.0,3,0,1,0.4841774106025696,0.18814125657081604,0.7388820809851997
mgp_mgc,4.0,3,0,2,0.4224779009819031,0.11273009330034256,0.7879691239166051
mgp_mgc,4.0,3,0,3,0.4070163071155548,0.08046755194664001,0.7611577466925574
mgp_mgc,4.0,3,0,4,0.4089234471321106,0.06398683786392212,0.7457303685276035
mgp_mgc,4.0,3,0,5,0.40993958711624146,0.048712752759456635,0.7271097127925767
mgp_mgc,4.0,3,0,6,0.39864861965179443,0.04759446531534195,0.74901886120193
mgp_mgc,4.0,3,0,7,0.37286779284477234,0.005023070611059666,0.7601431815314911
mgp_mgc,4.0,3,0,8,0.41045331954956055,0.037401337176561356,0.7057441178328709
mgp_mgc,4.0,3,0,9,0.4127635955810547,0.04068358615040779,0.6931028606851697
mgp_mgc,4.0,3,0,10,0.397256076335907,0.03285501152276993,0.7343585810263229
zero_shot_clap,0.0,4,0,1,0.4467106759548187,0.2142588347196579,0.7624586883715161
zero_shot_clap,0.0,4,0,2,0.41561466455459595,0.16022402048110962,0.7804190786019473
zero_shot_clap,0.0,4,0,3,0.3984314799308777,0.0780712142586708,0.7872608060479145
zero_shot_clap,0.0,4,0,4,0.39313510060310364,0.050306208431720734,0.7836599649069781
zero_shot_clap,0.0,4,0,5,0.38632702827453613,0.03488140553236008,0.7890599026296354
zero_shot_clap,0.0,4,0,6,0.3786522150039673,0.027277031913399696,0.7945451217427103
zero_shot_clap,0.0,4,0,7,0.38771042227745056,0.024605082347989082,0.773097231248119
zero_shot_clap,0.0,4,0,8,0.3868633806705475,0.022573605179786682,0.7702877023617746
zero_shot_clap,0.0,4,0,9,0.3880038857460022,0.026378363370895386,0.7664226426050622
zero_shot_clap,0.0,4,0,10,0.39278358221054077,0.02542559988796711,0.7631810002595455
naive_adapter,0.0,4,0,1,0.4979027807712555,0.14783163368701935,0.700221722078031
naive_adapter,0.0,4,0,2,0.3487129211425781,0.023470904678106308,0.8040308200065016
naive_adapter,0.0,4,0,3,0.36465996503829956,0.025242879986763,0.805442360859962
naive_adapter,0.0,4,0,4,0.39661869406700134,0.045746561139822006,0.7727955256868041
naive_adapter,0.0,4,0,5,0.40258657932281494,0.025557370856404305,0.7499018255206746
naive_adapter,0.0,4,0,6,0.3717455267906189,0.017273254692554474,0.8054194691950265
naive_adapter,0.0,4,0,7,0.3507753610610962,-0.030502738431096077,0.808974596190313
naive_adapter,0.0,4,0,8,0.40235453844070435,0.031001795083284378,0.7540895503667039
naive_adapter,0.0,4,0,9,0.4095328450202942,0.03738446533679962,0.725465333592022
naive_adapter,0.0,4,0,10,0.3685988187789917,0.006007140502333641,0.8031697047213741
mgp_only,0.0,4,0,1,0.48129868507385254,0.2096605747938156,0.7213297028161474
mgp_only,0.0,4,0,2,0.41956013441085815,0.12896335124969482,0.7580796281266324
mgp_only,0.0,4,0,3,0.4123806059360504,0.0846405178308487,0.7496727115701739
mgp_only,0.0,4,0,4,0.413657009601593,0.06992720812559128,0.7485676667060439
mgp_only,0.0,4,0,5,0.4091744124889374,0.05264357104897499,0.7322702192217841
mgp_only,0.0,4,0,6,0.3986644148826599,0.04984087869524956,0.750427870031079
mgp_only,0.0,4,0,7,0.3791152238845825,0.01062193512916565,0.763315809565144
mgp_only,0.0,4,0,8,0.41396427154541016,0.03862723335623741,0.7038470888519647
mgp_only,0.0,4,0,9,0.4212418496608734,0.04341376572847366,0.688857595167703
mgp_only,0.0,4,0,10,0.39885032176971436,0.0323680117726326,0.7489465064568005
mgc_only,4.0,4,0,1,0.4944589138031006,0.14298197627067566,0.6996004873209276
mgc_only,4.0,4,0,2,0.34161287546157837,0.013938971795141697,0.812950036107532
mgc_only,4.0,4,0,3,0.35775598883628845,0.019005173817276955,0.8137722900697879
mgc_only,4.0,4,0,4,0.3832208812236786,0.03841458261013031,0.7938624138258173
mgc_only,4.0,4,0,5,0.3970809280872345,0.02714015729725361,0.7559098215010042
mgc_only,4.0,4,0,6,0.3665342926979065,0.019640043377876282,0.8108959461867422
mgc_only,4.0,4,0,7,0.34858188033103943,-0.02880389802157879,0.8067338245088187
mgc_only,4.0,4,0,8,0.39872026443481445,0.03189247474074364,0.758267298357044
mgc_only,4.0,4,0,9,0.3990176320075989,0.029116807505488396,0.7417853356379784
mgc_only,4.0,4,0,10,0.3629480004310608,0.001015594694763422,0.8157535871343228
mgp_mgc,4.0,4,0,1,0.4795338213443756,0.20718693733215332,0.7231490601374752
mgp_mgc,4.0,4,0,2,0.4167880117893219,0.12545710802078247,0.7614103671581833
mgp_mgc,4.0,4,0,3,0.40979570150375366,0.08128825575113297,0.7520732791942274
mgp_mgc,4.0,4,0,4,0.4114249348640442,0.06723927706480026,0.7511187266487445
mgp_mgc,4.0,4,0,5,0.40886062383651733,0.05132836848497391,0.7322780272216485
mgp_mgc,4.0,4,0,6,0.40089479088783264,0.0494002141058445,0.7455600652819572
mgp_mgc,4.0,4,0,7,0.38196802139282227,0.01072737667709589,0.7577373535184698
mgp_mgc,4.0,4,0,8,0.41613274812698364,0.038747094571590424,0.7003419951563739
mgp_mgc,4.0,4,0,9,0.4213373064994812,0.04251420497894287,0.6887598916845994
mgp_mgc,4.0,4,0,10,0.3998126685619354,0.0323568657040596,0.7491708291365687
zero_shot_clap,0.0,5,0,1,0.4504106640815735,0.24178151786327362,0.7482246459149549
zero_shot_clap,0.0,5,0,2,0.4216753840446472,0.1709071695804596,0.7801692460441703
zero_shot_clap,0.0,5,0,3,0.3994847238063812,0.09049949049949646,0.7800926674266685
zero_shot_clap,0.0,5,0,4,0.38639694452285767,0.05800500139594078,0.7787440647795089
zero_shot_clap,0.0,5,0,5,0.3859521448612213,0.04378379136323929,0.7791764430072756
zero_shot_clap,0.0,5,0,6,0.37790536880493164,0.035213302820920944,0.7854973372645867
zero_shot_clap,0.0,5,0,7,0.38553550839424133,0.032625462859869,0.7646054102951234
zero_shot_clap,0.0,5,0,8,0.3851129114627838,0.03130276873707771,0.7619194329932664
zero_shot_clap,0.0,5,0,9,0.3848080635070801,0.03365590423345566,0.7592599253166381
zero_shot_clap,0.0,5,0,10,0.3883536458015442,0.031202197074890137,0.7581395869275205
naive_adapter,0.0,5,0,1,0.5033935308456421,0.18324437737464905,0.6847661922432329
naive_adapter,0.0,5,0,2,0.354717493057251,0.03882264718413353,0.806903630021236
naive_adapter,0.0,5,0,3,0.3568541705608368,0.03367023542523384,0.8268429800552642
naive_adapter,0.0,5,0,4,0.38698863983154297,0.047004248946905136,0.7783489588770116
naive_adapter,0.0,5,0,5,0.39832261204719543,0.034504059702157974,0.7476723286007574
naive_adapter,0.0,5,0,6,0.3640953004360199,0.024966299533843994,0.8083232817250599
naive_adapter,0.0,5,0,7,0.35429492592811584,-0.015508565120398998,0.7829817745818985
naive_adapter,0.0,5,0,8,0.40134698152542114,0.04462823271751404,0.7389239052105113
naive_adapter,0.0,5,0,9,0.40250489115715027,0.04333355650305748,0.7254681441172977
naive_adapter,0.0,5,0,10,0.35583722591400146,0.008632916025817394,0.8066908733958837
mgp_only,0.0,5,0,1,0.4823053479194641,0.24011163413524628,0.7091223610984235
mgp_only,0.0,5,0,2,0.42224064469337463,0.14423111081123352,0.7660769039741737
mgp_only,0.0,5,0,3,0.4148278534412384,0.1049218699336052,0.7494788980304244
mgp_only,0.0,5,0,4,0.4142078459262848,0.08329658955335617,0.7391198092347554
mgp_only,0.0,5,0,5,0.4146708548069,0.06710979342460632,0.7162068311229022
mgp_only,0.0,5,0,6,0.4008523225784302,0.06145460903644562,0.7413036240866202
mgp_only,0.0,5,0,7,0.37969425320625305,0.021484090015292168,0.7521524893154934
mgp_only,0.0,5,0,8,0.41595402359962463,0.051599904894828796,0.6914210322839406
mgp_only,0.0,5,0,9,0.4174079895019531,0.051538657397031784,0.6857909246572053
mgp_only,0.0,5,0,10,0.3942977786064148,0.036398742347955704,0.7431616281177331
mgc_only,4.0,5,0,1,0.5017820596694946,0.1715126484632492,0.6849387664520021
mgc_only,4.0,5,0,2,0.344603955745697,0.022463830187916756,0.8227870631779738
mgc_only,4.0,5,0,3,0.34341368079185486,0.01778247207403183,0.8418816339532325
mgc_only,4.0,5,0,4,0.3789350390434265,0.03897840529680252,0.7876317151017077
mgc_only,4.0,5,0,5,0.390110582113266,0.03015168569982052,0.7567323052987793
mgc_only,4.0,5,0,6,0.35891732573509216,0.020807867869734764,0.8090381537261784
mgc_only,4.0,5,0,7,0.35381874442100525,-0.01261363085359335,0.7769015892720581
mgc_only,4.0,5,0,8,0.396350234746933,0.039163701236248016,0.7400600621321007
mgc_only,4.0,5,0,9,0.39201033115386963,0.0343177355825901,0.7401752362675272
mgc_only,4.0,5,0,10,0.353514164686203,0.006370699033141136,0.8058477773981024
mgp_mgc,4.0,5,0,1,0.4813765585422516,0.23844346404075623,0.7091646905846878
mgp_mgc,4.0,5,0,2,0.42000633478164673,0.14152254164218903,0.7682383675248011
mgp_mgc,4.0,5,0,3,0.4153410494327545,0.1047598123550415,0.7474688251719723
mgp_mgc,4.0,5,0,4,0.4149264395236969,0.0831790491938591,0.7366355485297108
mgp_mgc,4.0,5,0,5,0.4145925045013428,0.06748859584331512,0.7153390994216113
mgp_mgc,4.0,5,0,6,0.3970845341682434,0.0604814849793911,0.7490396748760447
mgp_mgc,4.0,5,0,7,0.37394237518310547,0.01918759010732174,0.7617003459872237
mgp_mgc,4.0,5,0,8,0.41276687383651733,0.05041651055216789,0.6942540182363578
mgp_mgc,4.0,5,0,9,0.4151250720024109,0.051389891654253006,0.6883377049176458
mgp_mgc,4.0,5,0,10,0.39214637875556946,0.0359262116253376,0.7452745559999624
