method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,4.0,1,0,0.8184067460317459,0.76,0.2527777777777778,6
mgc_only,4.0,2,0,0.7991597222222222,0.7375,0.2833333333333333,6
mgc_only,4.0,3,0,0.8256289682539683,0.7975,0.21388888888888888,6
mgc_only,4.0,4,0,0.8115029761904762,0.7525,0.26111111111111107,6
mgc_only,4.0,5,0,0.7702093253968254,0.7375,0.28055555555555556,6
mgp_mgc,4.0,1,0,0.9455109126984127,0.92,0.0722222222222222,6
mgp_mgc,4.0,2,0,0.9578472222222221,0.915,0.08611111111111111,6
mgp_mgc,4.0,3,0,0.9637341269841271,0.925,0.07777777777777778,6
mgp_mgc,4.0,4,0,0.9494503968253968,0.885,0.10277777777777776,6
mgp_mgc,4.0,5,0,0.928766865079365,0.8775,0.11666666666666667,6
mgp_only,0.0,1,0,0.8216755952380952,0.81,0.1888888888888889,6
mgp_only,0.0,2,0,0.810766865079365,0.785,0.20833333333333334,6
mgp_only,0.0,3,0,0.8417529761904762,0.8325,0.15555555555555556,6
mgp_only,0.0,4,0,0.8486914682539682,0.815,0.18055555555555555,6
mgp_only,0.0,5,0,0.8156577380952381,0.8175,0.15833333333333335,6
naive_adapter,0.0,1,0,0.7608869047619047,0.6525,0.375,6
naive_adapter,0.0,2,0,0.7324642857142857,0.59,0.44722222222222224,6
naive_adapter,0.0,3,0,0.7808293650793651,0.7225,0.29444444444444445,6
naive_adapter,0.0,4,0,0.7756904761904762,0.695,0.3194444444444444,6
naive_adapter,0.0,5,0,0.7453888888888889,0.6675,0.35277777777777775,6
zero_shot_clap,0.0,1,0,0.8186755952380953,0.8425,0.038888888888888896,6
zero_shot_clap,0.0,2,0,0.818357142857143,0.82,0.055555555555555566,6
zero_shot_clap,0.0,3,0,0.8196646825396826,0.8275,0.04722222222222223,6
zero_shot_clap,0.0,4,0,0.8093541666666665,0.8375,0.030555555555555544,6
zero_shot_clap,0.0,5,0,0.8217361111111112,0.8275,0.049999999999999996,6
