method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,4.0,1,0,0.8511617063492063,0.8025,0.19999999999999998,11
mgc_only,4.0,2,0,0.8353521825396826,0.7575,0.26111111111111107,11
mgc_only,4.0,3,0,0.8529404761904763,0.7875,0.22499999999999998,12
mgc_only,4.0,4,0,0.844251984126984,0.77,0.23611111111111105,12
mgc_only,4.0,5,0,0.8149355158730159,0.7475,0.26666666666666666,11
mgp_mgc,4.0,1,0,0.9127668650793652,0.855,0.14444444444444446,11
mgp_mgc,4.0,2,0,0.9219077380952381,0.8525,0.1527777777777778,11
mgp_mgc,4.0,3,0,0.927797619047619,0.88,0.12777777777777777,12
mgp_mgc,4.0,4,0,0.9212777777777778,0.86,0.13333333333333336,12
mgp_mgc,4.0,5,0,0.9077847222222223,0.8475,0.15000000000000002,11
mgp_only,0.0,1,0,0.8208799603174605,0.81,0.18888888888888888,11
mgp_only,0.0,2,0,0.8041527777777778,0.7675,0.2361111111111111,11
mgp_only,0.0,3,0,0.8366914682539681,0.8075,0.19166666666666668,12
mgp_only,0.0,4,0,0.8326706349206351,0.7825,0.21666666666666667,12
mgp_only,0.0,5,0,0.8156488095238095,0.805,0.17500000000000002,11
naive_adapter,0.0,1,0,0.7836954365079365,0.695,0.32499999999999996,11
naive_adapter,0.0,2,0,0.7719454365079365,0.6675,0.35833333333333334,11
naive_adapter,0.0,3,0,0.7977212301587302,0.7225,0.2833333333333333,12
naive_adapter,0.0,4,0,0.7876825396825398,0.705,0.3055555555555556,12
naive_adapter,0.0,5,0,0.7606121031746031,0.685,0.32499999999999996,11
zero_shot_clap,0.0,1,0,0.8186755952380953,0.8425,0.038888888888888896,11
zero_shot_clap,0.0,2,0,0.818357142857143,0.82,0.055555555555555566,11
zero_shot_clap,0.0,3,0,0.8196646825396826,0.8275,0.04722222222222223,12
zero_shot_clap,0.0,4,0,0.8093541666666665,0.8375,0.030555555555555544,12
zero_shot_clap,0.0,5,0,0.8217361111111112,0.8275,0.049999999999999996,11
