method,beta,fold,seed,Avg,Last,forgetting_proxy,e_star
mgc_only,4.0,1,0,0.8241428571428573,0.7825,0.2222222222222222,8
mgc_only,4.0,2,0,0.7912589285714285,0.7,0.325,8
mgc_only,4.0,3,0,0.8244960317460317,0.785,0.22499999999999998,8
mgc_only,4.0,4,0,0.807078373015873,0.7425,0.2666666666666666,8
mgc_only,4.0,5,0,0.7738105158730159,0.705,0.31666666666666665,8
mgp_mgc,4.0,1,0,0.9107579365079366,0.8675,0.13055555555555554,8
mgp_mgc,4.0,2,0,0.9242182539682539,0.87,0.13333333333333333,8
mgp_mgc,4.0,3,0,0.9263908730158731,0.8825,0.125,8
mgp_mgc,4.0,4,0,0.9293511904761905,0.8725,0.11666666666666664,8
mgp_mgc,4.0,5,0,0.8980168650793651,0.825,0.17500000000000002,8
mgp_only,0.0,1,0,0.8188501984126985,0.81,0.19166666666666665,8
mgp_only,0.0,2,0,0.798781746031746,0.7325,0.2694444444444445,8
mgp_only,0.0,3,0,0.8322132936507936,0.815,0.17777777777777778,8
mgp_only,0.0,4,0,0.8316369047619048,0.7625,0.2361111111111111,8
mgp_only,0.0,5,0,0.8095238095238095,0.775,0.2111111111111111,8
naive_adapter,0.0,1,0,0.7618402777777777,0.6575,0.36944444444444446,8
naive_adapter,0.0,2,0,0.7358412698412699,0.6325,0.39444444444444443,8
naive_adapter,0.0,3,0,0.7784781746031746,0.725,0.2888888888888889,8
naive_adapter,0.0,4,0,0.7707658730158731,0.68,0.3333333333333333,8
naive_adapter,0.0,5,0,0.7396051587301588,0.655,0.36666666666666664,8
zero_shot_clap,0.0,1,0,0.8186755952380953,0.8425,0.038888888888888896,8
zero_shot_clap,0.0,2,0,0.818357142857143,0.82,0.055555555555555566,8
zero_shot_clap,0.0,3,0,0.8196646825396826,0.8275,0.04722222222222223,8
zero_shot_clap,0.0,4,0,0.8093541666666665,0.8375,0.030555555555555544,8
zero_shot_clap,0.0,5,0,0.8217361111111112,0.8275,0.049999999999999996,8
